id,salary
2,16760.655976212056
6,66682.28814778871
7,35261.7124569006
11,24059.45671624239
16,37474.17712488529
24,30824.908362611208
26,33874.70107832686
28,57065.542746338266
30,41487.2158352302
31,45612.02590361583
34,21130.91833523613
35,34059.220499052084
41,44357.24868855317
49,87604.17080468136
53,21393.191576924433
54,26012.663339597104
70,24226.243097002927
76,31414.198394916068
79,25222.779063268576
81,38759.74314206989
83,25530.931929765273
85,32871.49319099673
87,42033.85862867722
88,38514.67349340761
89,32921.62363172501
91,31258.301243183596
96,33324.54544234791
100,57429.22229619345
102,16591.04397139647
103,30616.695756492398
106,62932.91259009773
111,47841.87514743985
112,15405.179200021958
114,15578.925641916665
115,37028.451125136206
117,18921.715034799417
119,28140.690062538288
122,72437.63469597744
123,28838.81319955009
124,26646.595519262453
128,27718.56818519204
130,23829.00623524585
139,26430.120754023552
140,25769.00250980032
141,69687.86186690096
142,29439.102498037348
143,28619.360323861096
144,27266.741906183164
155,29153.978462014897
161,36410.60873607479
164,6801.227666849557
165,62905.48831602482
170,23624.444764261516
176,98909.72727561426
177,28329.766414083075
180,42244.126096749234
183,20422.91728478576
185,73862.9195812483
186,49442.13358843149
195,57717.92139547738
201,25959.248222161248
204,32058.31659513935
211,28142.415151011897
214,20015.82088269394
221,21190.634067151415
222,48583.61150764502
226,27978.71391854252
232,50583.28596194118
237,40323.32775076271
238,22992.029853251854
239,18630.01057695977
249,25427.927742796524
250,14776.91370215416
254,26504.238457115014
256,12165.006991094131
260,11458.020592449437
261,36283.313811234744
264,46139.42917810573
270,41851.0966642186
272,19013.131236348592
282,19549.425818338615
285,30164.623442386026
286,15963.040646499498
288,26219.181925779383
289,17118.92046803274
298,67886.11438618782
302,21428.58861813634
305,23755.85357411003
307,45385.207512359484
313,46037.91474402302
314,17986.535036347344
316,21731.584827912775
317,26353.62519941801
319,66350.69703966628
321,27134.195255676877
323,48250.60236008997
326,31174.371744467255
327,29812.618265890836
328,28018.72168049149
332,29988.27172193615
333,39230.59358794233
341,34390.142376944386
351,35071.56425380205
355,16177.159056296696
356,51801.567635878666
358,20953.447451383134
361,20325.727434645818
362,41706.08844677827
365,32608.53199084422
369,26271.487365768906
371,19829.25591442818
376,27903.12617796163
378,63576.301181019204
380,79499.53037288475
384,29284.393037075617
386,24110.10967495607
387,36031.126184071756
389,17190.0090303771
391,21239.509057902036
396,29657.118459460642
401,39603.05175961207
402,87073.17235376446
413,27647.462343445848
416,32149.502726618153
417,60503.747950594065
419,21012.400244053624
427,39025.11473136955
430,12707.831172276403
436,32090.63579325385
438,56327.048948184
442,52596.22129214438
445,21170.911507728215
450,40674.896946414374
452,43709.061315357096
459,39923.641057605804
460,29387.37016396926
465,37294.27939748526
466,22770.566200415993
471,21633.528894017756
472,20699.592977748147
475,14186.173580772936
478,28603.244466617194
481,30646.695640352704
482,29077.952683915908
483,28569.479812808324
486,32247.822897538335
488,32098.02959892376
493,18984.832038695244
494,34097.136840269355
499,19046.88565858529
501,22119.967228518653
502,56960.61058455101
508,31189.107435151946
511,25820.359967890457
517,52906.75432747848
518,27974.513325965894
519,24937.020998366934
523,26491.02904596724
524,27466.29685159374
528,31272.62607342844
529,23602.384071959754
531,18188.01192364594
532,27616.910456606773
536,81902.44618290615
538,15893.262547750157
539,21898.991003801366
544,44581.606911950745
546,24014.271650179624
549,32701.20929536047
550,29244.779311356204
555,27211.44923619652
568,25639.11842776097
569,50298.846864975385
578,41491.55196871765
586,20928.76737541258
587,32755.18665943212
589,25684.479346439668
590,51759.05094871161
591,33479.20170177977
593,25183.205125197506
595,20063.186102244294
596,58353.39778845771
597,30710.768345581542
603,75110.58757264189
611,24145.22689785152
612,21716.511260633273
616,38324.51267662741
629,23001.76438626877
630,28576.091776632282
632,28383.538182157918
633,33812.50634259774
634,26940.075105855092
652,14544.000862175335
658,43262.491193511436
660,42494.485362478896
662,27196.761342717786
666,84839.44364033244
667,44646.19213677023
671,30120.551115374798
673,33204.42911269029
674,52470.36836966851
679,22977.308903940586
683,46783.03304178877
696,34384.96170179396
700,33168.694786186876
703,39904.705250272986
704,21325.22015744289
705,30884.177525504096
710,22538.297392790104
711,21584.35850563736
715,26743.03698885666
720,37924.510134169956
730,19462.94312712119
731,27454.111943660362
734,51856.26492018276
735,32410.82641565108
742,19641.356696689894
751,23788.67056408575
753,22002.771993690552
757,29280.31603785386
759,34069.19784280649
772,39389.317914611245
773,21641.409684516042
776,36564.458709669176
779,20457.012433738342
780,31802.32322058489
782,21385.09948406277
784,21161.72223765851
788,51707.34560957513
789,30137.806982005237
790,48539.61975045964
795,23358.10348539594
797,61748.805883266614
798,57351.147152375146
800,26852.95716680886
802,31389.36740638595
809,36153.34841795187
812,45390.211202205646
820,46157.53611705991
831,28536.69170100338
843,25776.70830354794
847,26737.728928536628
849,36283.52614417111
852,51492.585998101415
853,23749.396924358065
858,30429.291853632905
859,21658.736395879536
862,24493.612708810164
863,24182.379952739775
866,35961.04876764494
867,22338.292289695604
868,29897.2520478215
869,44448.74854411369
874,41032.077357581686
875,28139.259019739296
877,27587.435945350444
879,22116.02548511846
880,30788.67408219042
883,23914.014066781412
884,26403.791162359295
886,65333.737848374854
890,32385.10159556722
891,17886.388739006466
899,23122.393175785463
900,28928.552398166245
904,29799.415252838484
919,47021.08597310597
920,25685.331173494134
921,50875.40965845893
923,77752.52921318154
928,89795.72660563799
931,33287.66594727964
936,17834.052018185754
939,31117.60348081686
942,38975.37111617431
943,30209.35204384765
947,20739.412164820653
949,44549.1507516343
951,22753.205092527107
953,24840.408119837706
955,27123.82955737173
956,82469.03662285277
960,18929.18364148264
963,31283.79807751333
964,24533.30310713693
968,27726.353525655297
970,19507.596244111253
974,33615.9560122896
976,20656.558123948886
977,36491.72110969376
981,53090.362553131454
984,27488.606486655586
990,52044.76492220859
991,20514.151400779814
1003,38091.651116762885
1004,20121.437052999994
1007,21444.12773298199
1011,43895.44393779725
1013,29551.1952537561
1017,24087.743582085695
1020,39987.0395720922
1024,30632.543302372327
1026,22452.95201237228
1027,106919.32883089031
1029,40949.02197157063
1031,22925.90675120725
1032,22579.831516106555
1036,55828.702866673564
1040,39293.20488330448
1043,23036.41716561861
1045,34860.77329214746
1050,69603.74969620611
1052,17523.061608078035
1053,23291.840937510075
1054,80501.73703464746
1059,20587.549683714413
1061,24393.805511137773
1068,29688.98053343887
1070,46170.29405912998
1071,18140.182560389047
1077,29131.912390497746
1078,28291.083213922382
1079,51602.87175052045
1084,48797.287728511554
1090,18201.761223068697
1091,88983.07784439377
1096,19232.030417591883
1097,32826.833246916554
1102,19121.962612447835
1105,38838.20443944795
1109,48817.841829658915
1110,23240.548216071737
1111,118677.95829071394
1113,19162.888731413106
1114,27597.36600356574
1116,21933.30398943181
1123,66037.15165761938
1124,39761.39345885206
1125,18830.066930198165
1126,67552.89643871148
1127,26917.179825473697
1131,24786.25640585166
1133,26060.317094113343
1136,28401.464437548868
1139,24490.769209224043
1149,64549.90559844707
1151,41188.93855861316
1156,40588.94140531534
1159,18939.50581122903
1166,36437.691699915275
1167,42647.16703351281
1168,21855.391914196687
1172,20261.068927094897
1173,28504.4593478348
1174,42257.30553177587
1182,69759.99557016198
1183,31727.31083602042
1185,24365.50314686423
1188,13714.484552426375
1189,32135.50065450539
1192,20452.723905837644
1193,20186.499220510606
1197,40652.87026003887
1202,24956.925707299128
1203,63926.58399785758
1205,36342.944806800166
1210,34368.828758362004
1213,22546.804232403374
1218,79538.06799219195
1219,38377.78136533885
1220,48017.412471947755
1224,19520.03586121711
1226,21807.10962508272
1228,19265.21966723532
1231,18325.29492812358
1233,29139.095462581652
1238,46714.712787467724
1240,27142.807661127576
1248,97756.64804198504
1249,20356.795843752687
1253,24687.02000491087
1254,24054.520042536988
1260,19426.992186344145
1271,28289.15097491392
1274,42325.91054596277
1275,43950.35288174009
1277,19390.487073390817
1278,28093.21894123737
1279,24912.827760606935
1283,36411.61730239604
1292,34265.96393344683
1293,18978.469711057423
1295,20173.385342822075
1297,18018.011105051864
1303,52555.594444311806
1305,19380.15635386748
1309,19170.122718172508
1312,20533.159948056575
1313,23158.00895973943
1318,24538.672063330876
1322,32904.49214628063
1325,29566.18662183495
1334,21266.50936684338
1337,34261.02343732064
1340,58698.153487874464
1342,50403.154003436146
1343,26683.932151657023
