id,salary
2,22697.194818166805
6,50636.9945696594
7,31264.37598073512
11,22287.454288946672
16,51899.92868290811
24,25669.178966512594
26,30949.747345569613
28,47870.60024243038
30,48384.954687137586
31,40989.48491683442
34,21779.99933272183
35,31343.149812707587
41,40543.63443895248
49,91967.54384816479
53,37996.062786590504
54,25016.38441392229
70,27681.98526736575
76,30859.652667320606
79,31661.886456879012
81,61991.379169474
83,22066.76289801634
85,40262.70156603857
87,38281.68920710014
88,39528.95395223449
89,27093.381923372966
91,34081.194131673416
96,40338.47767398075
100,52387.72141565049
102,13620.92625032836
103,20756.305098549215
106,74522.5773077869
111,38813.339373514944
112,14886.77210632969
114,21741.55594900118
115,33104.24982173025
117,20244.022033617046
119,28655.058207287424
122,57346.05209814603
123,33587.69841041021
124,19805.477122918564
128,27177.104629467038
130,22901.708369377986
139,22289.214537564127
140,20671.881345554968
141,101918.13285431184
142,26789.662557817286
143,23485.682313906414
144,21974.319389978646
155,23386.922253305136
161,28683.424788981727
164,10442.845967176392
165,73988.29131370345
170,24426.61665771888
176,98676.57553554761
177,29347.479286271613
180,51308.91238727902
183,20755.774474878082
185,71757.9330466955
186,54014.90712483932
195,54201.60426751985
201,26983.481536029623
204,30486.34511471246
211,30670.520791751474
214,17423.349522953053
221,18379.734925099772
222,40296.04694256387
226,26518.182644984456
232,52181.42866704846
237,27671.543278680514
238,24179.90914807578
239,18267.327493360623
249,27655.36003028545
250,15005.68186849788
254,25495.580956984497
256,20027.190596597055
260,15291.997691712468
261,39183.97600983568
264,38253.820609834154
270,40899.762944461676
272,16674.48938033444
282,23673.482054908625
285,30793.96257382491
286,14384.756100051662
288,16907.2637869301
289,15419.641116892597
298,56992.663459595075
302,22265.444380547553
305,21096.370502695754
307,49361.31372799611
313,26410.13470334964
314,18741.251839660006
316,35459.182673398034
317,28431.74019233789
319,66043.2632273628
321,26668.936284948857
323,43339.66825641612
326,29582.85638260736
327,39304.720851003636
328,28728.928715996946
332,25547.371636996857
333,29980.458287664376
341,43471.70889010223
351,44165.94611143691
355,15306.215588612415
356,57602.18809391644
358,22327.468505921956
361,20973.843610163927
