id,salary
2,29685.89271944449
6,42381.93384302035
7,43404.31600213963
11,28233.725239600095
16,53287.21515591491
24,34722.08789444828
26,40429.571434143174
28,51690.6653530405
30,43530.66454746068
31,46820.431093322346
34,22445.80799716303
35,35531.7567791961
41,48905.30186051888
49,80024.54415965421
53,35000.19573862919
54,26786.986882199308
70,30470.4021043452
76,29626.605633365736
79,32594.9152813583
81,42622.81439029846
83,23861.764982773475
85,37484.42356179717
87,41318.01252163616
88,43224.57664017158
89,34668.67320820337
91,34816.95790696993
96,43131.09220209898
100,59898.0425445932
102,21501.11087252071
103,27440.137909001176
106,52885.674889265865
111,51221.386802096364
112,21117.87878434566
114,22989.972833591506
115,40719.973149441445
117,23775.465741772983
119,26233.024671175204
122,52758.30484500808
123,35533.177839356955
124,25345.375580576387
128,27751.780428283564
130,27461.581773408456
139,25416.36236662396
140,28151.97685434286
141,58968.71563021014
142,28091.40791490894
143,29175.813697354846
144,27634.94729668686
155,33286.15744073668
161,31913.726307741752
164,22460.50334928587
165,51585.747810856454
170,24270.573957225606
176,75071.98416491236
177,25307.157281885196
180,52527.608938955236
183,24021.49574534198
185,67408.44923439303
186,47347.08509702551
195,59689.186966964466
201,27506.70534701786
204,31453.867888797868
211,26451.865613013128
214,31711.545830632716
221,20859.036046638812
222,54527.47265414898
226,28393.041707682576
232,57084.3584869711
237,39441.61956964165
238,22480.60899804897
239,24899.4055335361
249,28237.71913796287
250,18794.479806940093
254,29763.77852793123
256,16530.043080689728
260,17772.663987867003
261,38355.977762044466
264,44646.23555118956
270,50598.313544900266
272,20957.172444089523
282,21472.464994240134
285,35653.07908426761
286,23153.328489730677
288,24822.365532914693
289,26453.283095163013
298,60756.31314969521
302,23804.549599414535
305,23128.280733561707
307,53117.19061033488
313,46806.27855810239
314,19972.403460376103
316,52013.7087767174
317,30608.873668159464
319,46845.61709256436
321,29732.961513229802
323,51210.0920195067
326,26625.555548909015
327,49758.665164884835
328,29946.573047888476
332,32443.856171684638
333,33060.83313835481
341,41104.553529751545
351,38144.24942716571
355,18022.225620614256
356,53494.009272427254
358,20925.21849915899
361,22590.649752710866
362,49863.36014826201
365,37203.603153231394
369,33388.576126458865
371,22087.439389331706
376,27136.88278309025
378,65176.75795008532
380,68539.30727507996
384,30740.840928926693
386,33923.74620565139
387,35158.73868796723
389,21555.280217193995
391,26025.384808185067
396,32397.63023549165
401,39717.9593835118
402,81876.16146662773
413,28565.467393747684
416,32319.468492530308
417,53267.51740986297
419,20240.776533311786
427,42205.78600890263
430,25323.963487697776
436,43575.53822703372
438,49370.49846859765
442,49413.39991904403
445,26246.597141203867
450,40613.47325647464
452,46629.61659659296
459,43306.76447719959
460,31238.589413176152
465,41276.049854699304
466,29910.14141612179
471,30171.414057546343
472,23074.524012436836
475,23614.197278921987
478,30806.742376320413
481,33551.94797742655
482,30491.184511662657
483,35624.492610823516
486,32070.28001741899
488,30625.0053340521
493,21981.399302841608
494,36413.960579173625
499,20711.952227748374
501,25939.98974550251
502,60891.74135981205
508,31373.85185905904
511,33710.9827078409
517,36836.638454277716
518,28766.931590104483
519,29420.184494370907
523,26052.560276695345
524,27148.864280009806
528,30290.55857386609
529,21448.647905320697
531,22817.932871709585
532,29056.82798197078
536,62689.20816292032
538,21550.774270362443
539,25962.417126176457
544,42718.396481250275
546,27878.250951203645
549,39227.04661325209
550,34349.29999150871
555,33217.60030590532
568,23619.31718723901
569,43084.45155906923
578,38191.42232237909
586,28897.64272144204
587,45791.58441129748
589,24880.832093363166
590,52479.62668725295
591,36574.35679897945
593,25544.39782234573
595,20133.32810111852
596,64176.70882933459
597,32444.24946491564
603,77341.11913117833
611,25089.62245088022
612,21114.558243094554
616,44567.47685722743
629,19602.826593737023
630,34902.246996929396
632,26168.521090142345
633,32145.173651460074
634,28102.728077802916
652,17516.603486025793
658,47558.85976955763
660,39102.74777205227
662,29570.064248227303
666,70532.90042696551
667,48468.157000803694
671,29428.125789759953
673,33035.591299025014
674,60932.81993971292
679,22684.608549612407
683,43344.10813786395
696,33881.19744048036
700,36749.9894645629
703,37171.227575358775
704,53873.81350496963
705,33187.569132650875
710,26652.65524459174
711,24796.620859424605
715,27742.94657154734
720,34585.54698325407
730,21633.15657635686
731,29168.436317757394
734,53011.72402755062
735,33012.14919118049
742,21512.830905930816
751,22035.023035515107
753,34872.84680751622
757,27045.235768690072
759,34708.54479189364
772,45349.92932234703
773,21442.951264200958
776,36481.172370337634
779,21663.343568301763
780,35247.77859068128
782,22022.598053716607
784,24577.920042176633
788,48292.352714112516
789,33014.173582722535
790,53216.881573977924
795,26371.392125484545
797,57843.86713906964
798,42396.23848131533
800,31359.748717384668
802,36634.28916355502
809,42534.213376866
812,49856.54743875713
820,51845.993760898025
831,32685.7793116128
843,35455.53120085703
847,28299.394031368836
849,40888.92469215356
852,37590.655980750664
853,24697.635366341878
858,30519.187063507765
859,20632.65740560906
862,29225.115807473456
863,26220.443707737686
866,31315.489088211973
867,27709.359700887213
868,27931.381578040484
869,36512.6842773668
874,48232.77135632835
875,30980.65772687323
877,33192.868825929676
879,32074.42534540511
880,37386.84616782631
883,27407.563139903108
884,29553.68136291342
886,55808.927375432744
890,45674.19337872598
891,28433.57624662742
899,24016.226940069344
900,32289.85936941354
904,31642.575231026207
919,42277.08197802688
920,25279.915624673093
921,50256.31936045019
923,80761.33133221105
928,61047.13176627214
931,31037.158964803362
936,27586.081682285003
939,32677.880856822012
942,40723.275532204956
943,35569.16157211596
947,22356.85625030258
949,43506.26765823925
951,24687.426801383084
953,31229.69501201793
955,30557.7215012852
956,56730.13810985299
960,24880.251751746317
963,33218.649254458614
964,28163.036738932635
968,26851.589405516257
970,22081.258950011204
974,35466.89325459749
976,30163.016252911806
977,42831.59638972846
981,47992.506993709314
984,24739.640254590875
990,50274.059694377844
991,24574.342724214537
1003,37210.150636207996
1004,26734.734313081182
1007,30499.649718375964
1011,55339.39954707019
1013,33911.68143512025
1017,25439.390233704657
1020,36743.429553744114
1024,29385.754832643015
1026,30762.17511197841
1027,69886.20257942098
1029,49071.08612364624
1031,30269.010179736477
1032,23993.50071957478
1036,44372.090367113786
1040,46048.52329851054
1043,24480.653355273476
1045,37431.955350250355
1050,67949.49473553976
1052,18911.365308120294
1053,24214.014476109947
1054,61794.07910989485
1059,24021.54025159805
1061,28367.758326823125
1068,32172.3450852548
1070,43620.76613682004
1071,20206.126644965545
1077,36841.68541241972
1078,44028.24302860889
1079,45771.79138844355
1084,48203.90901342187
1090,18431.775882486698
1091,62062.720228429185
1096,47099.17875160642
1097,45579.70837066466
1102,23155.30303545668
1105,38072.02386242786
1109,73401.63809099658
1110,24958.89910240928
1111,95088.38986823635
1113,23984.36484115782
1114,29593.329836957324
1116,26432.04312027982
1123,48577.0242719285
1124,42773.619527008545
1125,20024.693356735246
1126,51943.16076333508
1127,31104.073101029928
1131,25941.657785767085
1133,29636.872876695066
1136,32892.3059730704
1139,23736.001393800085
1149,61891.467507519075
1151,43152.69177540569
1156,49628.597110104325
1159,20273.507174913466
1166,45361.59277652839
1167,35894.30326342161
1168,25455.251313058787
1172,19889.653647544837
1173,30119.977234200913
1174,38408.42596415564
1182,55201.46833537515
1183,31940.924936190528
1185,24521.624362931747
1188,27552.16168897854
1189,32458.742082921275
1192,21178.339618216403
1193,24660.761508026382
1197,41721.68570344975
1202,25747.512441274732
1203,44682.31175179062
1205,40886.23870105805
1210,30939.770110661477
1213,24742.200774994664
1218,57387.569484057676
1219,43836.895382003524
1220,49038.38912022653
1224,21470.164382200666
1226,26549.06515183288
1228,19983.84190669722
1231,31244.023996158387
1233,39536.569424344496
1238,46686.29063997442
1240,27269.86252401636
1248,81359.16266484724
1249,22087.407909737238
1253,25796.26076621621
1254,21556.967245312335
1260,22296.162275353334
1271,33979.17823997619
1274,46304.56693895637
1275,39870.47274683997
1277,20911.634009453173
1278,33259.20091038545
1279,27408.78503242457
1283,40817.42662327936
1292,41532.06137514681
1293,19536.669884887197
1295,22894.302399836546
1297,21914.975887488235
1303,43962.38602304901
1305,23630.840158240204
1309,19363.691654787694
1312,24660.448215588338
1313,24042.758716992896
1318,28018.483168669936
1322,36690.04838386376
1325,37715.55143353848
1334,23194.50510023455
1337,31187.66138999269
1340,60342.6286008341
1342,53818.56174052069
1343,29153.380532913252
1346,65249.11225456337
1356,46037.184321455075
1358,32069.058869894245
1359,26462.86492662963
1360,23574.018387781623
1361,25300.04814353844
1366,35759.35058639002
1367,67815.40716415312
1370,35496.78369913726
1373,49212.8908689204
1374,34691.73517029912
1385,23276.645650338036
1389,61554.250453155524
1393,42766.6550573294
1395,37549.25982008625
1397,27110.93274339436
1398,40858.614515321926
1399,30247.97589582262
1401,20167.74814601143
1402,55160.693845831345
1403,58382.51749052707
1407,31158.18480663183
1410,20856.327424847626
1411,21631.04748931774
1413,23395.565056120868
1419,61730.19446525944
1421,28499.84622356454
1423,24668.973035787276
1430,23911.213558567517
1431,54691.40231620406
1434,32002.30851012455
1435,37368.65109744725
1437,27617.39028590932
1443,25890.59434259906
1445,27129.145714773815
1448,22459.30386839301
1458,28335.306020600005
1460,35478.41487017663
1461,49648.52956604905
1462,26318.30343722007
1465,41619.89127484087
1467,82251.77279730099
1469,35262.02079737908
1470,33197.450762037115
1472,22498.538857317624
1479,68310.36047831208
1481,41474.47148940465
1483,25133.34429915273
1486,29865.26541059141
1488,54496.99577911913
1491,27381.791344127018
1492,23820.447463833723
1494,29553.4825510758
1496,21276.787265403087
1499,29781.057266594307
1505,37645.1414519406
1512,73108.40828186927
1516,34576.55127468677
1518,30321.089021376043
1522,58084.30060421033
1525,43964.87047393923
1526,41377.207314514206
1528,34486.21407237585
1530,46461.48022486343
1534,29273.405691877473
1536,26241.56921968033
1538,26865.664198055736
1540,28022.13027627128
1541,32865.188446540364
1543,54312.2859040783
1547,26365.268595918045
1550,32654.72759635931
1552,21342.43240394723
1554,47003.84919257245
1558,20018.41915876533
1564,28201.795554045217
1567,75701.32625936028
1569,24123.165016244573
1570,41907.458841867374
1572,27301.200035370963
1575,38786.69528935742
1576,50759.76966586011
1581,61289.82474395918
1582,24403.45859711426
1586,22456.536899290448
1592,40402.87677193908
1596,32777.679341661395
1602,47335.98455677739
1603,47469.74065900913
1608,23298.42204572946
1618,30421.93927049786
1619,38603.585534973085
1624,22472.6802413728
1625,27192.734653701053
1626,26961.90816127047
1627,28644.193644220428
1629,35096.9213101894
1630,30940.052282079094
1642,26686.213185124798
1643,23093.992753522332
1645,23441.66099891295
1646,63069.11447169627
1647,30513.248929326823
1648,23856.296769300046
1651,24708.832351613368
1653,38929.217784310225
1673,20762.040382427647
1674,20381.07154280124
1680,21236.255064588397
1681,36429.86596886907
1682,25686.214689321998
1683,21396.050152482287
1684,46595.843361593645
1685,24878.999568599633
1687,39209.08676088173
1688,26750.795443530747
1689,29964.888217470223
1696,37943.353708285285
1697,17813.68905211751
1701,55747.33676210517
1702,32688.633509484796
1704,25040.759167925087
1705,30918.018343129876
1708,26581.00844853251
1710,22243.12830585659
1714,48463.554535476535
1719,48594.970834514876
1720,37646.7489001921
1726,23855.372754628457
1727,58896.42161297878
1728,36048.95605996814
1730,25976.664392617295
1731,19457.13018273526
1732,65502.94693651595
1738,42549.376758910585
1741,27689.22524545422
1744,27608.090257120813
1750,31271.518248946086
1754,38204.951488502964
1756,17589.861380041963
1758,30451.688185110943
1763,24036.857208983856
1768,19434.519507592842
1772,32609.36853020984
1776,30862.925368527707
1780,24994.343932475364
1781,32755.138900923415
1786,28428.79351041693
1788,33802.86760990769
1790,33627.18208139906
1792,19368.619392859
1793,58251.19994381126
1794,32520.760334677667
1797,34942.88744607534
1800,29849.27941378188
1802,29802.91669873994
1807,57604.06540113522
1813,26943.15793643833
1818,31034.839873226643
1819,25566.09362174647
1821,64581.910795468415
